filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc_delta_1,mfcc_delta_2,mfcc_delta_3,mfcc_delta_4,mfcc_delta_5,mfcc_delta_6,mfcc_delta_7,mfcc_delta_8,mfcc_delta_9,mfcc_delta_10,mfcc_delta_11,mfcc_delta_12,mfcc_delta_13,mfcc_delta_14,mfcc_delta_15,mfcc_delta_16,mfcc_delta_17,mfcc_delta_18,mfcc_delta_19,mfcc_delta_20,mfcc_delta2_1,mfcc_delta2_2,mfcc_delta2_3,mfcc_delta2_4,mfcc_delta2_5,mfcc_delta2_6,mfcc_delta2_7,mfcc_delta2_8,mfcc_delta2_9,mfcc_delta2_10,mfcc_delta2_11,mfcc_delta2_12,mfcc_delta2_13,mfcc_delta2_14,mfcc_delta2_15,mfcc_delta2_16,mfcc_delta2_17,mfcc_delta2_18,mfcc_delta2_19,mfcc_delta2_20,label
0QOYirw4e3I_,0.383086443,0.137975827,2058.952604,2213.08765,4099.782308,0.087897407,-76.38678741,107.7012329,-20.69819832,11.02752018,-9.606513023,-7.737349987,-13.78906631,-8.079319954,-8.583483696,0.826712728,-5.69527626,1.961329937,-0.065236025,4.14515686,-1.182141781,-1.37025702,-3.922639132,-2.631814957,-6.537643433,-1.626060367,0.705866098,0.199774951,-0.155140802,-0.143752664,-0.15432857,-0.090254851,0.028884614,-0.089254268,-0.060970634,0.008407135,0.029263094,-0.012116073,-0.010766643,-0.016910169,0.048988301,0.063607417,0.012119095,-0.00896347,-0.002611865,0.007620794,-0.046047334,-0.013342116,-0.001363542,-0.001743078,-0.005495221,0.015135737,-0.002044922,-0.002101771,-0.001916429,-0.030364351,-0.034362242,0.014018511,0.014511313,-0.0046198,-0.00553953,0.0117702,0.022927335,-0.005251127,-0.011234583,-0.041690834,not_covid
0sDlmseq2Kg_,0.67605108,0.003779522,2781.874568,2304.328344,5648.926799,0.213980216,-462.8644409,82.44615936,-38.42941284,28.84135818,-15.53451157,5.321291447,-17.9925518,4.04835844,-21.43465996,13.29564953,-23.17910957,14.21217823,-13.55390739,0.541134179,-0.37806201,-6.324306011,3.787425756,-5.996387005,3.337590456,-6.491156101,-0.061383743,-0.132426411,-0.134563982,-0.067270517,-0.035223592,-0.064923823,-0.076009907,0.021544931,0.062681034,0.02467802,0.003186111,0.003248793,0.034976043,0.028576391,0.001268296,0.013365703,0.020976115,-0.018394873,-0.038123216,0.004468568,-0.105085522,-0.055156495,-0.01914853,-0.034465209,-0.026914049,-0.014853579,0.018222667,0.007720352,-9.46E-05,-0.000655695,-0.002239216,0.000618705,-0.010774521,-0.013983923,0.0115737,0.001109291,0.004590875,0.005044219,-0.005509433,-0.000989116,not_covid
0v8MGxNetjg_,0.519950747,0.045852661,1612.895795,1411.838677,2907.580566,0.107019495,-376.8760071,111.0173721,-31.90401268,6.622255325,-0.816812992,-4.456445217,-0.198702455,-3.759592772,-5.181573391,-0.665209174,-0.656474531,-7.439711571,-1.034579515,-0.203083888,-3.51349473,-1.745704651,-3.011877537,-2.878482342,-2.106426716,-4.026825428,0.765813589,0.019831844,-0.147842899,0.144833252,-0.02096126,-0.004944567,-0.062882185,0.04169834,-0.033502277,-0.011751007,0.040797278,0.039145336,-0.030704586,-0.036423221,0.018393131,0.008136575,0.014233422,0.009808023,0.013219463,0.008950448,0.523667276,0.01864866,-0.119473979,0.049008902,-0.039140321,0.002875757,-0.013309598,0.039286319,-0.004590283,0.012828099,0.007039651,-0.005566498,0.009769208,0.02691745,0.012234825,-0.016079392,-0.005080943,-0.007982259,0.00577762,0.008249901,not_covid
0VaWzVLOWvE_,0.472294271,0.118060872,2171.1715,2021.022685,4153.715007,0.128361455,-110.8650284,100.7846756,-45.94962692,12.46249485,-24.01032257,2.348846197,-16.89668083,1.187043309,-20.60754395,3.971255064,-8.801289558,1.831213593,-13.46966934,-6.741582394,-9.416103363,-2.790818214,-13.18369007,-2.390481472,-9.85247612,-6.271436691,0.669504046,-0.016918713,-0.059107061,-0.231960833,-0.130435973,-0.157421082,-0.031508926,-0.016339887,-0.085743375,0.069396496,-0.032158569,0.060399119,-0.08174552,0.06174117,0.001475657,-0.043593459,0.080295391,0.09170346,0.045125771,0.088956371,-0.1205694,-0.099139415,0.0669754,0.09464813,0.072658055,0.014030006,0.007057629,-0.034152851,0.058027085,-0.036206666,-0.072813272,-0.088193126,-0.063731328,0.018060625,-0.049244996,-0.003654223,-0.009640629,0.016134314,0.048449859,0.049767595,not_covid
0WPDmbAui6k_,0.458894432,0.040609844,3326.55331,2360.503837,5806.188965,0.240028664,-252.3434753,51.85655212,-34.4942627,1.131286502,-17.79559708,-3.98034215,-10.29195118,-1.72403729,-10.1032486,-3.902209997,-9.404523849,-1.746821404,0.014637417,3.48870182,0.554320574,-1.522503018,-3.625226021,-2.408798218,-4.906168461,0.786646962,1.453949928,0.335504144,-0.32120806,-0.059000947,-0.155906305,-0.082203001,0.00683735,-0.001256159,-0.082147725,-0.096042186,0.028978745,0.014998361,-0.032405004,0.042164963,0.023449881,-0.011601951,-0.102463476,-0.056822829,-0.011541861,0.004259101,-0.585002303,-0.083856665,0.174269289,-0.007910993,0.008881598,0.026808588,0.006661426,-0.047496133,-0.026477668,0.015960796,0.009946887,-0.032958109,-0.029844495,-0.010145132,-0.010734092,-0.033861861,-0.005239952,-0.008833162,-0.030020041,0.011568193,not_covid
1_oZWCKCGqA_,0.465113401,0.06575679,2334.83486,2422.755362,4712.182617,0.119698984,-198.5722656,98.35516357,-22.5760498,5.594240665,-3.101899385,-8.382719994,-8.45570755,-2.348506451,-15.19810295,-2.119310141,-1.830533743,-1.593211055,-9.414607048,0.273122817,-6.076905251,2.347040176,-5.602640152,-3.390295267,-3.059633017,-2.063678741,0.749370456,0.113079742,-0.159922704,-0.129650012,0.075152889,0.024822338,-0.041405588,0.028372435,-0.071646042,-0.150758564,-0.027162757,-0.054129247,-0.041527554,0.010908921,0.091021597,0.03505636,-0.066661462,-0.014304559,-0.034096926,-0.021483866,-0.447236896,0.029329633,0.078555882,0.068135671,0.013841803,0.045610871,0.056039136,0.039478119,-0.018107649,0.010278494,-0.008389439,0.010848725,-0.006618416,0.01277798,0.012046725,0.00734924,0.035478979,0.011752373,-0.023508428,-0.016965268,not_covid
1a1Dx52izTo_,0.409458309,0.039402969,2449.933602,2419.22036,4960.312907,0.119868526,-304.949585,79.19062042,-30.30089951,10.32059479,11.48338223,8.871163368,-9.35044384,6.115303516,13.53905773,2.19750905,6.177862644,2.379321098,-0.449982852,5.931215763,0.999423504,-0.423372149,-0.631270587,1.319727302,-3.141826868,5.869328022,-0.057888824,-0.323534161,0.016360335,0.05456889,-0.054016199,-0.123908237,-0.20012778,-0.009213679,0.048209779,0.123826317,-0.175468028,-0.074202396,0.116560504,-0.119870946,0.077358685,0.034499116,0.263613194,0.306389391,0.170799792,0.066586971,-0.619051456,-0.040747829,0.115137398,0.051392578,0.06509269,-0.008976058,0.028392553,0.085453033,0.026421551,0.069137961,0.032333221,0.054529041,0.030465055,-0.00798162,0.004968732,-0.043131202,-0.010607322,-0.05742953,-0.016192671,0.024287326,not_covid
1e3_ucOz0Ik_,0.429275692,0.014173257,4622.81712,3265.835673,8701.806641,0.386169434,-309.2772827,50.47202301,23.25248146,-24.29850197,-27.88604736,7.065902233,-12.77163219,-40.84667206,12.21042252,-3.754113674,-35.06098938,-11.61613846,10.29666042,-25.08289909,-16.06672096,-3.09291029,-1.337927818,-15.34772873,-10.16369152,24.19919395,0.13447541,0.393645465,0.053772051,-0.036803935,-0.213130012,-0.145171255,0.033630766,-0.040844966,-0.24489297,0.16562067,-0.075512841,-0.037837453,0.011943795,-0.117020175,0.023882218,0.079097793,0.007056155,-0.138102502,0.03606236,-0.066879891,0.160998985,0.094162427,0.002256327,0.134959087,0.099040642,0.023744913,-0.034741923,0.123943076,0.006733506,-0.029706994,0.070591301,-0.012227999,0.01895763,0.020779407,0.107902706,-0.007076668,0.035706963,0.039955635,0.035367541,0.016495576,not_covid
1F234DLNRYc_,0.508368492,0.017810635,2720.946381,3004.710296,6610.693359,0.107430917,-417.7718506,80.78855896,10.30056953,-9.423872948,-2.87054491,3.281696796,3.112035751,5.537049294,-4.659549713,-2.913647652,-3.465887308,2.356719017,2.661628485,-0.321695834,-6.339496613,3.44593668,6.928516388,2.56840682,1.020347476,3.332111597,0.431929916,-0.149921417,-0.051776722,0.062003497,0.027465142,-0.095689386,-0.085888825,-0.0781703,-0.016779279,0.037705231,-3.10E-05,0.020633876,-0.006991991,0.042066142,0.008531749,0.00346814,-0.005814062,0.024989232,-0.019325556,0.030628184,0.280306131,-0.038786594,-0.071653783,-0.001611008,0.014230362,-0.076729283,-0.046232972,-0.044296794,-0.043852899,0.00826369,-0.002512402,-0.004167148,-0.003966722,0.012581154,0.00570307,0.000664919,-0.010558463,0.014813856,-0.007031048,0.008794462,not_covid
1j1duoxdxBg_,0.535472155,0.001770617,2892.087076,2467.408141,5072.664388,0.148584436,-519.1584473,60.78128433,-13.72288418,52.1454277,0.051049691,-2.534909964,16.10362053,-1.49458003,4.123252392,11.03088379,-0.156306654,-0.909972489,7.216460228,-1.719629407,3.903020859,3.653039455,3.043881655,2.439957142,2.781968355,2.195161581,-0.475120604,0.20114705,0.258679181,-0.195475921,0.018094026,-0.015716676,0.07068406,-0.04681322,-0.04132802,-0.000602168,0.030349182,-0.009303248,-0.032283548,0.041294433,-0.015645172,-0.0124851,0.005300608,-0.030903503,0.039955951,-0.011790214,-0.074332923,0.035676342,0.020362906,-0.015451485,0.002948058,0.034785915,0.064185791,0.017239869,0.009598481,0.014058305,0.020766351,-0.012801998,-0.043971442,-0.005799519,0.003201415,-0.001450311,0.02934326,0.033534627,0.012023795,-0.005232796,not_covid
1MSYO4wgiag_,0.496666104,0.033656985,3429.061935,2788.634413,6886.288452,0.22531467,-282.2979126,48.5816803,-15.52236748,12.71072292,4.199979782,-7.577727318,-19.32419205,-12.03764629,-16.90148354,13.69396496,0.82961458,-6.066336632,-4.167640209,1.017302394,-0.523806393,0.538693011,-8.855953217,-2.927976847,-1.118561864,-5.906226635,0.22724618,0.322095335,0.261283159,-0.014655329,-0.214178056,-0.125114068,-0.0519486,0.053614978,0.173921555,-0.028787484,0.102293052,-0.031194996,-0.08798518,0.006175701,-0.021445937,0.040258337,-0.141543195,-0.054027013,0.027966728,-0.009668819,0.062004231,-0.060479209,0.093177527,0.056577321,0.015663836,0.03117918,0.089112565,0.051702186,0.057459708,0.045692667,0.018191639,0.052410349,0.022696707,-0.035876755,-0.008525864,0.019750524,0.110067263,0.036321856,-0.002661954,0.011347932,not_covid
1PajbAKd8Kg_,0.407548964,0.013452007,2710.811637,2664.28755,5778.474935,0.14207628,-346.8572998,75.76561737,-7.648193359,11.36212158,11.3654747,1.842425585,-7.957006454,-4.264208317,-8.283969879,3.105164051,-2.838680506,5.053117752,-0.291307509,0.987186015,-2.447526217,3.692367077,2.312327862,-2.059656143,-4.772598743,-0.503851354,1.820762873,0.381446034,0.069721557,0.035094436,0.072124928,0.007991747,-0.007044545,0.022665057,-0.062478758,-0.014294613,-0.010977511,0.021505259,-0.038742535,-0.009668916,0.019135846,0.042032719,0.016803345,-0.010424846,0.015369355,0.036682438,-0.265859663,-0.031323645,0.066657811,-0.06404236,-0.017425723,0.002648228,0.045365531,0.021434011,-0.011840226,-0.009884574,0.003985871,-0.025675062,-0.019386141,-0.022442937,0.003589922,0.007788342,0.007400294,-0.010279006,-0.008091862,0.003352463,not_covid
1UDFq2InljM_,0.458105773,0.026398502,2604.02147,2404.247428,5276.23291,0.160328053,-368.764801,68.98126984,-3.008704901,4.778194427,-22.75530052,-6.267437935,-5.004198074,-2.985132933,-22.23958015,-10.31808853,-1.907035828,-3.051646709,2.440624952,-3.809846163,-4.769628525,1.40555346,-7.515258789,-5.726153851,-1.328406215,-7.614868641,1.431206346,0.524749398,0.165248767,0.123769552,-0.228168875,-0.069908656,-0.010793103,-0.278867185,-0.037067272,0.174851209,-0.247649655,-0.145021856,0.005583865,0.011245101,-0.046475217,-0.156927496,0.089320116,0.043579251,-0.05249431,0.10474629,1.09634161,0.219290137,-0.070327535,0.006960269,-0.118290938,0.026650758,-0.028667537,-0.014902835,-0.067331195,0.01368167,-0.023610927,-0.034963638,-0.013097211,0.000967829,0.041737691,-0.025079861,-0.01310417,-0.01774158,0.004294643,0.059197251,not_covid
1Xmw9VUzvLY_,0.384746432,0.049204037,2091.414284,1901.238089,4090.710449,0.125370732,-333.0496216,77.42475128,-29.19189262,-11.91964149,-40.09062576,-14.11332035,-24.7732048,-3.514721632,-12.15155029,-8.261117935,-11.18968678,-15.34866905,-11.82449436,-16.67996025,-6.108539581,-6.906524658,0.887828529,-1.744998217,-0.273849994,0.437553465,0.032535322,0.070052765,-0.052798562,-0.08525075,-0.015049193,-0.056061726,-0.021349575,0.011373882,0.012018954,-0.029876377,-0.029907536,-0.009234923,-0.005280014,0.012490451,-0.020558245,-0.030574335,0.009039439,-0.005567816,-0.041470725,-0.005222601,0.037700161,0.011803023,0.020183738,0.021158572,0.030261982,0.047555298,0.010818601,0.025963221,0.032556813,0.023892002,0.008710872,0.028069874,0.008113976,-0.018895924,0.011530232,0.012906539,-0.006286343,0.0024897,0.017136788,0.006317541,not_covid
2B_QV_5R4Zo_,0.436047018,0.011751239,2534.729489,2744.683779,5691.843669,0.105981897,-369.5169373,88.61798859,5.340973854,7.093492508,1.300597548,3.945220947,-9.623874664,-4.567378998,-1.30561018,-5.881205082,-10.47090816,-7.26291132,-10.10720062,-8.427964211,-11.13988113,-7.1943326,-9.276198387,-4.711847305,-9.524534225,-4.163607121,0.147573009,0.015377009,-0.024413727,0.115510352,-0.17510356,-0.124235764,0.073385149,0.085517652,-0.114486039,-0.039306924,0.036722742,0.043652352,-0.04467164,-0.038869832,-0.048009858,0.00686784,0.094511501,0.025465569,0.009459536,0.018525703,0.071357608,-0.030645406,-0.034916189,0.068845764,-0.032365322,-0.062306006,0.008411755,0.030491503,0.047193531,-0.020204924,-0.005753747,0.053156372,0.03321958,-0.002742825,-0.010246577,-0.01778844,0.018013375,0.074040018,-0.016465973,-0.013696511,not_covid
2Bx5e9vwLGk_,0.351981103,0.102619037,2744.190304,2320.338361,5163.33313,0.158596463,-183.9152069,58.54668808,-38.57053375,11.47236824,-24.98923111,-18.94027138,-26.79424858,-18.41794205,-12.30601311,-10.62764454,-13.01880074,-3.469249964,-13.39789486,-5.729098797,-10.78855515,-5.523949623,-6.931828022,-3.279371977,-1.971966743,0.38205421,1.414809704,0.136047021,-0.121645786,-0.121219836,0.080867589,-0.205444992,0.141626805,-0.085883424,-0.033399329,0.107359558,-0.125833601,-0.007702951,-0.05146832,0.071969748,0.072037853,0.172605708,0.262141347,0.053328115,-0.141480893,-0.08041884,0.247588083,0.286909819,-0.022718893,-0.152205393,-0.028273357,0.050825786,0.042707823,-0.004557928,-0.049419325,0.006675433,0.017870978,-0.01431927,0.041076142,0.056602065,0.033609964,-0.027946755,-0.068316743,-0.049224075,-0.059930142,0.023074031,not_covid
2EFjQPMmAS8_,0.298947245,0.020401955,1854.845655,2354.684236,4243.885295,0.068187572,-468.1212769,97.57888794,26.81696892,16.92135811,-0.929527581,10.96448326,0.100294605,1.175113082,4.661348343,-4.761203289,-6.170352459,0.427685857,2.414690971,5.755687714,5.678026199,2.372490883,3.501154184,0.450039685,-2.435027838,-4.157848358,0.328075469,0.203087106,0.164807305,0.230206296,0.015671508,-0.043793529,-0.097139642,-0.001708494,0.094136059,-0.15578191,-0.144958749,0.11396943,0.016995501,-0.062880486,-0.089664377,-0.026645299,-0.038307268,-0.004594101,0.200533077,0.193353653,-0.817330301,-0.404413581,0.133660346,0.035502359,0.121996015,0.027583834,0.016026184,0.027140776,-0.060574666,0.066105589,0.073006503,0.022811338,0.04440771,-0.021484282,-0.012374055,0.001242938,0.038569234,0.03036226,-0.016299365,-0.013861223,not_covid
2Ev7_PQ7IIs_,0.380537271,0.090963952,2420.90436,1998.083848,4474.968465,0.153340658,-177.3961182,77.23569489,-63.81254959,2.799633265,-31.18607903,5.636470318,-16.17934227,-4.239264488,-8.814671516,4.578785896,-11.6366806,-4.122484207,-10.54267979,6.545997143,-13.08981895,-0.007408001,-6.987935543,5.513156414,-6.092787743,5.141444683,-0.241030946,-0.098429695,-0.12839219,-0.084294796,-0.0708225,-0.070452839,-0.057442233,-0.018020056,0.026518403,-0.003732454,-0.010505776,0.003405125,0.01579777,0.02526436,0.022484107,0.006319732,0.018720174,0.022899099,0.031389166,-0.022131694,-0.04907291,-0.013378383,0.004228486,0.029540403,0.013403593,-0.003193375,-0.030204587,-0.001608466,-0.000147602,0.004664856,-0.00316068,-0.004122724,-0.010182427,-0.013835506,-0.002401074,0.000925993,0.001549118,0.008678375,0.017479651,-0.010028018,not_covid
2Ez4R0a1icc_,0.388324112,0.083668172,2752.002994,2596.182279,5654.908244,0.145026313,-191.0632935,71.33433533,-24.32737732,-2.218050957,-11.39772129,-3.646569252,-19.00891495,-12.99452496,-7.371254921,0.039619446,-9.30077076,-4.257190704,-4.906550884,-2.116788149,-8.234824181,-2.340340614,-2.109988213,1.223999858,-3.192225218,-1.655261517,1.345354676,0.049008541,-0.312221587,-0.21230571,-0.178256318,-0.056193091,-0.015446424,-0.085233107,-0.057792038,0.038702313,-0.005111296,0.005369416,0.032276437,-0.028540039,-0.051660769,-0.041658349,0.009330164,-0.030003011,-0.049652219,-0.08556442,0.098617345,-0.036733955,0.017431149,0.013749586,0.026641691,-0.028539896,-0.01496103,0.007374589,0.000865978,0.023618374,-0.002924806,0.013428198,0.019076968,0.019166246,0.008453893,0.017505927,0.007004967,0.016886208,-0.016483916,0.024229119,not_covid
2hbytlgqDx4_,0.333474964,0.055294242,2171.736242,1726.23263,4083.981323,0.150137442,-246.5078888,113.1378021,-46.95314407,68.41098022,-36.68562317,6.769947052,-13.57540131,-26.43030548,-8.54342556,-5.556319714,-11.52528667,-5.994250298,-12.83237267,-7.140301704,-6.840054035,-6.298938751,1.500510454,-3.347479343,-2.376140118,-7.919164658,0.751843035,0.321894616,-0.103884012,0.012521101,-0.170086458,0.004966868,0.082507148,-0.076393351,-0.053450059,-0.060268164,0.054547742,-0.042718463,0.024621066,0.017121734,0.081832968,0.161799461,0.080032781,0.091145784,0.005645719,-0.035740677,0.057456978,0.060412187,0.13059479,-0.010511178,0.102481276,0.04235819,0.00778568,0.033771355,-0.02566026,0.015716782,0.023476146,-0.040871788,-0.043549236,-0.024896193,0.044950612,0.041964505,-0.054278772,0.034011569,0.033673562,-0.01258298,not_covid
2Hp1AvKRiOA_,0.334264725,0.081515543,2788.991053,2353.361394,5333.60494,0.158576118,-167.233429,59.13025284,-46.82190323,-4.990573406,-41.70165253,-28.67772484,-22.5058918,-21.26395607,-20.44159126,1.854686499,-24.18547821,-6.495607853,-19.46769142,-2.564221382,-5.902362823,-4.577546597,3.346750259,4.974079609,-7.847775459,-3.163329124,-0.506360173,0.004751876,0.088679112,0.015484969,0.043678716,0.125488311,-0.064795345,0.014141589,0.047366742,0.011011932,0.069671735,0.010421523,0.055597097,-0.035685319,-0.128000244,-0.014047976,-0.091828629,-0.027441429,0.049060177,-0.028840842,-0.105973154,0.054728262,-0.00518568,0.068518408,0.084028393,0.096656114,0.073885098,0.080693439,0.104665101,0.004595336,-0.01912334,-0.013127093,0.114391677,0.09143988,0.054844245,-0.019036837,0.059918307,0.075544976,0.015964603,0.057297327,not_covid
2I2IzXnhmtc_,0.476017326,0.152016506,1177.035764,1083.093391,2302.557373,0.075242784,-228.3326874,143.1544037,-33.90333557,11.21562576,11.45439816,-17.60911751,-4.517678738,-21.69308281,-29.80322647,2.511938334,-4.031353474,-12.73168564,-1.627902865,-0.605456173,-1.089821458,-1.538770199,-6.661596298,-3.63573885,-4.4047966,-6.721261978,1.054338217,0.518527925,-0.492320567,-0.07857994,0.074176461,0.112018101,0.224149048,-0.061173901,-0.173897758,0.080268942,0.067207485,-0.03381582,0.023758426,-0.005454929,-0.005461448,0.006003556,-0.01115341,-0.002289648,-0.003428617,-0.014378841,-0.468037218,-0.251152933,0.338421792,-0.042245287,0.021674659,0.10325028,-0.0737883,0.052581713,0.110788815,0.008153341,0.041709442,0.020449828,-0.015571167,0.017997347,-0.014900658,0.011098875,0.02567528,0.005200061,0.024105851,0.019951971,not_covid
2R3J8pH6E6s_,0.544182181,0.011033432,2996.473857,2686.654498,6132.22758,0.181183992,-341.8329468,72.79235077,-13.491642,7.834192276,-12.21191216,-0.330000997,-8.004289627,2.735263348,-3.524875402,0.132151291,-0.072521918,1.407965183,-1.071395755,2.407044649,-1.268570781,-1.062094808,-5.098111629,-1.197865367,-5.278611183,1.58043313,-0.037359379,0.002294483,-0.016006144,0.048498061,-0.098492108,-0.039794996,0.04061009,-0.015562115,0.052290849,-0.037768595,0.039970607,0.020215936,-0.004445728,-0.014480119,-0.013139535,-0.039976534,-0.044520363,0.028026259,-0.019462891,0.017049849,0.002247157,-0.059199069,0.020816311,0.026055856,-0.010338887,0.047208052,-0.006796146,0.014106272,-0.005246332,-0.016692432,0.006554429,-0.004948974,0.009175497,0.002350837,0.007747289,-0.000642093,0.005485088,0.000488958,0.003903811,-0.002268668,not_covid
2sMLoW22TeU_,0.45423165,0.032849219,3088.643371,3098.962637,7191.392008,0.155036079,-286.7086487,78.45446014,28.38913727,-14.23221493,-9.564833641,7.985934258,7.276418209,-8.109891891,4.872405052,19.30655861,-13.18067837,-1.244000912,9.11414814,-3.003057957,0.786673784,3.523789883,-0.716093957,-1.069061756,-8.966779709,7.943923473,0.848183572,0.297379225,0.203438118,-0.034032673,-0.038484257,0.089282595,0.040603135,-0.043584112,-0.008876844,0.11673931,-0.066121846,0.005851035,0.031087138,-0.031332728,-0.008185704,-0.014302139,-0.040479619,-0.013656897,-0.000197384,0.012787126,0.106633343,-0.041701768,0.007815688,-0.008130378,-0.014459444,0.036919784,-0.017478904,-0.004859239,0.014859502,-0.0093369,0.015540181,0.000890914,-0.016931782,-0.008908497,-0.019152585,0.004171963,0.003420089,-0.015960477,-0.018140838,0.012758555,not_covid
2TBWSnIjJMk_,0.309768349,0.093238562,1422.994515,987.5257092,2667.076619,0.102421513,-230.4271851,175.0752716,-84.29141235,6.867534637,5.494447708,-31.49656868,26.32672501,-1.503863811,-21.33195877,12.67079639,-2.261837006,-3.269381762,4.506042957,-9.87228775,-2.926236868,-7.41067791,-11.51899529,9.016414642,7.096124172,2.712796211,0.978931785,0.3210392,-0.534632981,0.010865861,-0.001434304,-0.205935985,0.029125974,-0.093413971,-0.162465662,0.033588145,-0.008510574,-0.007947171,0.175163135,0.201011091,0.020302966,-0.050478831,0.048735503,0.002236812,-0.064803585,-0.039922927,0.161108419,0.086978346,0.022768887,0.094960563,0.009190384,-0.054306261,-0.0501622,-0.020625111,0.068318136,0.061664119,-0.003150088,-0.001523342,0.00677522,-0.019610573,-0.069334134,-0.046345666,0.056023803,0.029276185,-0.089186437,-0.072428159,not_covid
2xURixj6I5k_,0.38273403,0.052023906,2222.752909,1599.120147,4181.877645,0.16180646,-242.8900452,132.543457,-78.34437561,76.72900391,-26.21814919,11.3794899,19.43580437,-15.00037956,24.29619408,-23.27606964,2.895857096,-1.663711309,-17.55213737,11.55487728,-14.09421253,6.552103043,1.407014608,-9.238698959,7.189684868,-10.27178192,-0.031382747,-0.141080886,-0.039435986,0.026075372,0.102021635,0.065567188,-0.0983776,-0.025497284,-0.052783724,-0.033037312,0.085832179,-0.020180305,-0.057789776,0.005655664,0.008978786,0.006280597,-0.005830107,0.082650892,0.154755905,0.042974159,-0.297524035,-0.005942327,0.144017965,-0.145081609,0.014165477,-0.03590994,0.010076907,0.055227414,0.021981575,0.133972704,-0.007022234,0.016563602,0.014764446,-0.05807285,0.052079886,0.000893723,-0.007996316,-0.025004815,-0.072305135,-0.02001139,not_covid
2YF-ValJNas_,0.357904643,0.162100062,1587.340765,1106.079439,2676.450483,0.114097446,-167.9494629,123.3416443,-81.64656067,2.0198946,-4.585772038,-7.269656181,-1.308622956,-17.06769562,0.443110287,0.453541785,1.755675912,-0.50413084,-0.270405143,5.937473774,-3.1749053,4.375675678,3.807680845,0.900265276,4.868663311,2.229328632,0.183329865,0.270540953,0.06189885,-0.095338382,0.038237322,0.049989987,0.109750479,0.182111666,0.074939355,0.061415028,0.033746637,-0.030910207,0.010233907,0.028762953,0.054705981,0.095351771,0.099327385,0.03858583,-0.065189168,-0.021482974,-0.896859288,-0.440047473,0.25767532,0.083164178,0.14752847,0.0835573,0.003110367,0.045750879,-0.061488714,-0.030356565,0.024805648,0.000398881,0.018335212,0.035773225,0.0508385,0.032137427,0.013047736,-0.004316676,-0.027532365,-0.021459082,not_covid
2ZfwEg4JaiU_,0.155701518,0.21987173,1118.356838,1344.59598,1393.078613,0.06221743,-316.8756409,95.60387421,-6.333886623,-25.68007088,-21.89689445,-8.405533791,-10.60715389,-10.9567461,-7.548165798,1.06497252,6.480564594,4.400094509,-1.436852098,-5.674116135,-10.41137791,-9.427606583,-6.905498028,-3.223991632,2.341641188,6.099575043,0.609472334,0.457490742,0.00534515,-0.041606355,-0.061897427,-0.030011917,0.020707669,0.019509271,-0.026664637,-0.07656908,-0.092963837,-0.099385984,-0.006244889,-0.004715566,-0.121079236,-0.088319726,-0.049585413,-0.04737575,0.04485292,0.136339769,0.060259882,0.035403036,-0.001064607,0.026830491,0.022163527,-0.002484484,0.005832668,0.013474124,-0.008385359,-0.008879439,0.00024109,-0.012142868,0.01024723,0.018384099,-0.034008492,-0.034979429,0.017809188,0.017895365,-0.009881453,0.004685938,not_covid
3aFProJmJzY_,0.537926972,0.054312307,1891.080903,2203.368381,4007.468669,0.078762478,-301.3066711,73.59662628,15.62544155,30.28936958,13.25099277,20.32357597,11.73121452,8.556276321,1.319580317,9.270705223,12.98822212,8.372962952,3.356753349,7.979556561,2.878269672,8.194262505,7.879878998,5.221668243,2.895482302,-0.212307617,1.534108877,0.192564934,0.064141624,0.23827894,0.107619874,0.119123176,0.074342191,0.101243675,0.108471222,0.070999265,0.020502038,0.084140934,0.067683056,0.061662402,0.016439827,-0.009729774,0.003778051,0.053466056,0.016167328,0.00094387,-0.039161965,0.046221893,0.004282188,-0.009519551,0.018914068,0.014141948,0.028622353,0.010627124,0.005696085,-0.000945697,0.005562394,0.015079039,0.017457798,0.005597925,0.004909308,0.006436189,0.004242637,0.002555772,-0.014668151,0.01173058,not_covid
3bas_0f3RG0_,0.408097923,0.068757601,3039.896816,2367.403309,5634.770711,0.202616374,-191.739151,54.79939651,-25.77121353,18.54555702,-19.19969749,-0.437742174,-31.51124763,-10.51279449,-12.71889687,7.62823391,-4.145029068,3.561951637,-0.933297038,1.340952396,-0.549170732,-0.208890915,-9.421072006,-0.713169634,-3.152461767,-2.749023438,0.403627783,0.008537645,-0.108719654,-0.090042256,-0.160748646,-0.029267324,-0.014874679,0.160232797,-0.096052997,-0.233745098,0.132106781,0.118668236,0.06254188,0.063722305,-0.1274409,-0.142895624,0.137440771,-0.122550026,-0.049683861,-0.001476738,0.667461932,0.133797899,-0.135698333,-0.012202377,-0.004189324,-0.063119851,-0.056457218,-0.031506162,-0.010699172,0.02415321,0.031757161,0.060987338,0.018682592,-0.017257223,0.005909611,-0.019315345,0.017327381,0.035146039,0.023714297,0.017898025,not_covid
